Year,Town Code,Town,Sheltered Homeless,Unsheltered Homeless,Total Homeless,Percentage of Homelessness,Homeless Youth,Homeless Veterans,Chronic Homeless,Percentage White,Percentage Black,Percentage Hispanic,Median Age
2012,83,Middletown,46,523,569,0.32,280,236,53,49.13,28.01,29.8,30
2012,84,Milford,232,400,632,0.5,222,332,78,68.7,24.81,11.51,39.9
2012,85,Monroe,304,103,407,1.08,121,16,270,71.87,28.06,32.5,53.8
2012,86,Montville,258.5,258.5,517,0.51,77,323,117,67.84,35.27,47,47.7
2012,87,Morris,142,297,439,0.3,312,22,105,76.91,22.42,13.81,44.1
2012,88,Naugatuck,414,24,438,0.45,326,8,104,56.78,16.31,39.41,38.8
2012,89,New Britain,512,83,595,1.51,87,206,302,78.26,12.48,6.06,30.5
2012,90,New Canaan,136.5,136.5,273,1.03,112,44,117,61.64,20.73,21.9,23
2012,91,New Fairfield,565,92,657,0.62,99,330,228,64.21,38.38,9.98,35.2
2012,92,New Hartford,237.5,237.5,475,1.09,302,26,147,72.41,39.05,20.86,19.2
2012,95,New London,258,316,574,1.23,238,187,149,40.92,35.01,12.81,26.9
2012,96,New Milford,276,276,552,0.69,110,139,303,72.7,15.53,21.8,36.2
2012,94,Newington,176,176,352,0.49,89,8,255,70.93,31.46,23.79,35.6
2012,97,Newtown,226,226,452,0.83,138,233,81,55.49,30.68,18.53,19.9
2012,98,Norfolk,120,120,240,0.32,134,91,15,44.29,26.79,34.55,42.7
2012,99,North Branford,11,268,279,0.85,11,76,192,44.55,29.75,46.35,41.1
2012,100,North Canaan,329,367,696,1.33,243,243,210,86.16,27.13,23.03,21.3
2012,101,North Haven,293,293,586,1.02,181,332,73,74.46,30.45,13.66,57.6
2012,102,North Stonington,312,312,624,1.25,194,154,276,46.36,37.2,17.18,22.2
2012,103,Norwalk,199,199,398,1.11,121,217,60,57.84,9.93,43.43,53.9
2012,104,Norwich,357,2,359,0.74,52,284,23,69.62,38.73,30.72,18
2012,105,Old Lyme,171.5,171.5,343,1.2,172,149,22,81.78,11.11,25.48,55.1
2012,106,Old Saybrook,407,356,763,1.22,178,328,257,42.18,8,11.73,18.8
2012,107,Orange,288,288,576,0.73,292,87,197,51.83,48.92,25.24,49.8
2012,108,Oxford,107.5,107.5,215,0.61,58,105,52,84.49,48.06,17.53,33.2
2012,109,Plainfield,7,477,484,0.55,53,293,138,40.46,7.72,47.44,49
2012,110,Plainville,121,499,620,0.44,256,94,270,50.07,24.95,44.78,34.9
2012,111,Plymouth,347,349,696,1.24,244,252,200,87.95,13.38,8.78,21
2012,112,Pomfret,174.5,174.5,349,0.74,148,38,163,70.67,26.84,28.25,50.2
2012,113,Portland,89,539,628,1.34,283,254,91,53.08,42.36,15.13,21
2012,114,Preston,45,45,90,0.95,15,53,22,43.35,47.78,23.48,56.7
2012,115,Prospect,252,252,504,0.64,175,242,87,41.41,33.54,44.46,20.1
2012,116,Putnam,315,2,317,1.28,27,109,181,52.24,20.93,28.74,38.1
2012,117,Redding,177,486,663,0.6,128,253,282,84.07,32.15,20.04,48.4
2012,118,Ridgefield,176.5,176.5,353,1.11,222,111,20,60.8,19.04,14.35,34.5
2012,119,Rocky Hill,232,232,464,0.32,243,173,48,76.02,45.94,41.01,27.1
2012,120,Roxbury,307,307,614,1.09,237,188,189,85.91,44.17,33.1,49.9
2012,121,Salem,40,615,655,1.01,231,220,204,60.4,30.12,26.06,50.9
2012,122,Salisbury,308,308,616,1.09,325,248,43,49.56,19.62,14.79,56.8
2012,123,Scotland,220.5,220.5,441,0.16,91,51,299,65.86,18.2,20.04,33.8
2012,124,Seymour,145,145,290,0.48,2,161,127,85.4,6.5,48.19,39.3
2012,125,Sharon,151,151,302,0.24,80,34,188,80.22,41.71,28.4,33.3
2012,126,Shelton,124,124,248,1.09,43,36,169,43.29,25.27,23.03,28.8
2012,127,Sherman,144,621,765,0.93,154,333,278,74.63,19.63,28.46,49.5
2012,128,Simsbury,200,339,539,0.09,23,316,200,68.59,26.2,40.05,32.3
2012,129,Somers,166,166,332,0.24,98,110,124,85.37,41.84,20.3,36
2012,132,South Windsor,318.5,318.5,637,0.31,170,176,291,46.12,10.61,13.04,35
2012,130,Southbury,460,5,465,0.49,147,8,310,66.7,43.59,31.32,47.9
2012,131,Southington,205.5,205.5,411,0.43,122,274,15,83.97,45.39,34.93,56.5
2012,133,Sprague,252,252,504,1.43,111,120,273,60.5,47.6,37.07,46
2012,134,Stafford,263,263,526,0.58,129,104,293,64.1,22.89,44.69,37.8
2012,135,Stamford,120.5,120.5,241,0.74,67,155,19,43.52,14.77,21.7,50.7
2012,136,Sterling,179,179,358,1.17,315,25,18,53.91,21.81,8.39,44.9
2012,137,Stonington,261.5,261.5,523,0.64,216,295,12,56.23,19.98,48.13,20.5
2012,138,Stratford,67.5,67.5,135,1.27,95,24,16,87.26,12.93,24.58,22
2012,139,Suffield,389,28,417,0.44,144,68,205,54.13,32.33,33.05,19.6
2012,140,Thomaston,193.5,193.5,387,0.82,32,326,29,63.04,26.45,34.98,37.2
2012,141,Thompson,366.5,366.5,733,0.64,285,150,298,73.57,43.96,29.59,52.7
2012,142,Tolland,255,116,371,1.09,4,64,303,48.11,6.44,14.24,31.1
2012,143,Torrington,154,154,308,1.4,117,149,42,64.32,33.97,38.98,34.1
2012,144,Trumbull,275,275,550,0.97,139,319,92,76.93,39.33,41.17,56.2
2012,145,Union,269,269,538,0.27,229,244,65,83.34,39.18,29.88,53.1
2012,146,Vernon,167,167,334,0.68,159,57,118,71.31,44.87,26.99,45.9
2012,147,Voluntown,9,747,756,0.3,293,155,308,73.45,37.81,10.13,29.2
2012,148,Wallingford,215,215,430,1.23,248,111,71,46.31,46.75,8.78,22.9
2012,149,Warren,363.5,363.5,727,0.68,272,122,333,87.29,19.97,20.28,18.7
2012,150,Washington,241,307,548,0.99,185,202,161,46.63,27.64,18.99,22.5
2012,151,Waterbury,250,121,371,0.65,39,3,329,78.73,5.63,47.91,30.3
2012,152,Waterford,339,339,678,1.09,223,128,327,53.24,5.31,40.26,41.2
2012,153,Watertown,4,440,444,0.47,151,25,268,86.68,15.81,34.7,20.7
2012,155,West Hartford,118,526,644,1.37,139,288,217,76,9.54,28.29,23.7
2012,156,West Haven,203,203,406,1.23,127,26,253,77.69,16.71,12.53,25.6
