Year,Town Code,Town,Sheltered Homeless,Unsheltered Homeless,Total Homeless,Percentage of Homelessness,Homeless Youth,Homeless Veterans,Chronic Homeless,Percentage White,Percentage Black,Percentage Hispanic,Median Age
2007,23,Canton,163.5,163.5,327,0.74,17,130,180,64.45,38.11,32.15,36.7
2007,24,Chaplin,343.0,351.0,694,0.52,288,298,108,60.37,14.53,14.14,50.5
2007,25,Cheshire,491.0,108.0,599,0.67,160,305,134,89.33,11.54,46.38,49.1
2007,26,Chester,413.0,355.0,768,1.09,280,198,290,42.8,19.23,46.17,40.6
2007,27,Clinton,244.5,244.5,489,0.8,165,35,289,47.11,48.92,49.51,21.7
2007,28,Colchester,385.0,254.0,639,0.31,259,278,102,42.64,16.56,44.33,56.9
2007,29,Colebrook,191.0,413.0,604,1.41,189,215,200,71.29,25.53,49.9,37.1
2007,30,Columbia,227.0,227.0,454,0.78,265,73,116,42.73,6.35,16.01,33.3
2007,31,Cornwall,276.0,650.0,926,1.07,290,305,331,81.82,22.88,42.9,44.4
2007,32,Coventry,160.0,481.0,641,0.67,278,54,309,65.6,30.71,42.04,46.3
2007,33,Cromwell,127.5,127.5,255,0.76,216,11,28,66.35,47.89,15.39,26.8
2011,54,Glastonbury,313.0,115.0,428,0.28,320,82,26,68.08,28.25,9.43,53.2
2007,34,Danbury,21.0,228.0,249,1.26,206,31,12,48.54,41.86,49.07,30.2
2007,35,Darien,252.0,26.0,278,1.09,152,85,41,49.88,29.62,18.32,25.8
2007,36,Deep River,317.0,317.0,634,1.06,180,231,223,55.94,6.84,44.19,35.1
2007,37,Derby,252.5,252.5,505,0.39,211,274,20,69.67,19.18,5.19,48.7
2007,38,Durham,560.0,47.0,607,0.8,272,200,135,50.51,30.9,5.95,58.5
2007,40,East Granby,474.0,103.0,577,0.94,202,50,325,45.82,47.78,25.96,52.0
2007,41,East Haddam,58.0,685.0,743,0.95,204,319,220,88.51,43.66,15.74,57.5
2007,42,East Hampton,510.0,41.0,551,0.74,152,255,144,41.1,15.28,36.04,23.9
2007,43,East Hartford,209.0,209.0,418,0.57,169,240,9,80.13,14.9,30.45,21.0
2007,44,East Haven,475.0,193.0,668,0.75,240,204,224,79.4,14.05,8.49,41.4
2007,45,East Lyme,310.5,310.5,621,0.94,286,195,140,54.86,46.51,12.32,30.2
2017,26,Chester,172.5,172.5,345,1.16,22,168,155,49.91,21.39,35.77,33.6
2007,47,East Windsor,296.0,296.0,592,0.31,244,243,105,46.78,43.37,22.46,52.8
2007,39,Eastford,782.0,124.0,906,1.12,320,319,267,47.28,39.87,13.35,46.2
2007,46,Easton,189.0,83.0,272,0.57,79,0,193,74.87,22.67,40.65,58.8
2007,48,Ellington,153.0,153.0,306,0.45,91,88,127,72.14,27.7,23.72,28.7
2007,49,Enfield,320.5,320.5,641,1.01,148,281,212,79.14,25.89,9.2,38.4
2007,50,Essex,158.5,158.5,317,0.84,29,138,150,86.87,16.4,26.8,39.1
2007,51,Fairfield,193.5,193.5,387,0.69,122,86,179,74.6,27.73,9.09,28.0
2007,52,Farmington,321.0,321.0,642,0.39,325,1,316,47.79,6.37,10.8,42.8
2007,53,Franklin,110.0,110.0,220,1.4,28,167,25,52.17,10.93,15.78,36.6
2007,54,Glastonbury,243.0,147.0,390,0.85,258,118,14,82.11,44.9,43.68,36.8
2007,55,Goshen,142.5,142.5,285,0.53,185,79,21,50.47,38.83,46.61,33.2
2007,56,Granby,124.0,124.0,248,0.64,74,110,64,43.63,24.03,42.18,18.7
2007,57,Greenwich,130.0,328.0,458,1.12,44,164,250,75.16,28.27,20.03,39.9
2007,58,Griswold,153.0,153.0,306,0.82,68,218,20,60.13,21.65,17.26,32.1
2007,59,Groton,222.5,222.5,445,0.3,209,4,232,86.0,38.34,29.71,18.1
2007,60,Guilford,233.5,233.5,467,0.98,238,214,15,72.51,40.29,37.48,30.9
2007,61,Haddam,20.0,752.0,772,1.41,307,194,271,44.52,39.35,49.7,29.7
2007,62,Hamden,338.0,338.0,676,1.2,191,281,204,87.39,37.52,10.92,34.5
2007,63,Hampton,166.0,238.0,404,0.99,102,5,297,52.93,14.2,7.22,23.5
2007,64,Hartford,273.0,425.0,698,0.93,240,299,159,56.86,20.21,36.25,39.3
2007,65,Hartland,174.5,174.5,349,0.47,252,57,40,60.11,26.14,42.45,47.1
2007,66,Harwinton,600.0,27.0,627,0.98,219,301,107,42.56,19.89,43.09,44.5
2007,67,Hebron,315.0,126.0,441,0.7,216,101,124,64.83,38.97,35.53,51.8
2007,68,Kent,13.0,386.0,399,1.19,201,47,151,46.17,19.82,47.93,37.0
2007,69,Killingly,241.0,74.0,315,1.33,28,275,12,60.05,11.22,28.0,39.8
2007,70,Killingworth,287.5,287.5,575,0.86,211,162,202,57.54,22.96,46.12,52.0
2007,71,Lebanon,345.0,217.0,562,0.78,153,331,78,78.64,49.1,48.55,36.0
2007,72,Ledyard,233.0,233.0,466,0.5,230,195,41,80.16,15.16,43.12,47.5
2007,73,Lisbon,296.0,296.0,592,0.15,101,323,168,47.67,32.55,18.94,36.3
2007,74,Litchfield,339.0,354.0,693,0.6,314,131,248,58.33,24.48,13.83,35.5
2007,75,Lyme,91.0,270.0,361,1.06,176,65,120,58.67,8.2,29.67,49.9
2007,76,Madison,366.0,167.0,533,0.22,180,82,271,47.57,26.95,25.39,25.3
2007,77,Manchester,397.0,397.0,794,0.69,231,264,299,79.92,36.6,44.5,32.2
2007,78,Mansfield,223.5,223.5,447,1.5,11,228,208,75.36,28.09,9.5,27.4
2007,79,Marlborough,427.0,187.0,614,0.7,185,272,157,49.52,44.24,16.6,33.1
2007,80,Meriden,508.0,78.0,586,0.2,248,218,120,58.34,18.0,38.83,27.7
2007,81,Middlebury,357.5,357.5,715,1.55,265,224,226,45.29,8.88,9.27,42.3
2007,82,Middlefield,134.5,134.5,269,0.81,134,112,23,71.41,47.15,19.43,51.5
2007,83,Middletown,34.0,578.0,612,0.74,244,139,229,46.07,22.02,22.42,51.0
2007,84,Milford,205.0,34.0,239,0.93,30,184,25,89.3,30.94,33.02,33.3
2007,85,Monroe,80.0,407.0,487,1.25,258,172,57,79.03,40.64,12.12,59.5
2007,86,Montville,188.5,188.5,377,1.57,103,10,264,59.51,19.59,43.73,42.9
2007,87,Morris,141.5,141.5,283,0.37,0,158,125,68.93,37.23,25.14,34.8
2007,88,Naugatuck,342.0,342.0,684,1.37,206,204,274,85.57,11.09,46.27,53.1
2007,89,New Britain,387.0,3.0,390,6.5,134,229,27,67.7,18.11,26.05,48.7
2007,90,New Canaan,1.0,594.0,595,0.53,270,25,300,48.72,11.51,17.38,49.5
2007,91,New Fairfield,389.0,144.0,533,0.89,88,318,127,58.94,41.51,11.38,26.2
2007,92,New Hartford,222.5,222.5,445,1.11,194,158,93,82.16,15.02,5.17,37.7
2007,93,New Haven,105.0,483.0,588,1.06,121,277,190,72.21,37.28,28.95,54.2
2007,95,New London,266.5,266.5,533,12.4,115,147,271,72.54,47.45,9.82,39.2
2007,96,New Milford,232.0,232.0,464,0.6,195,265,4,83.34,28.75,22.63,46.7
2007,94,Newington,136.5,136.5,273,1.14,35,82,156,84.7,29.3,31.52,42.7
2007,97,Newtown,71.0,71.0,142,1.15,66,25,51,85.99,25.75,17.41,53.4
2007,98,Norfolk,401.0,43.0,444,11.799999999999999,132,70,242,44.74,19.67,12.89,30.0
2007,99,North Branford,233.0,233.0,466,1.09,280,36,150,67.21,26.4,39.86,42.2
2007,100,North Canaan,201.5,201.5,403,0.47,10,132,261,77.03,32.13,47.61,23.2
2007,101,North Haven,161.0,485.0,646,0.33,217,125,304,77.85,49.37,9.52,47.0
2007,102,North Stonington,201.0,313.0,514,1.35,321,114,79,70.34,47.2,12.0,48.7
2007,103,Norwalk,214.0,214.0,428,1.16,155,91,182,48.34,43.8,48.2,19.8
2019,43,East Hartford,293.0,293.0,586,0.82,239,241,106,79.87,45.01,6.7,46.4
2007,104,Norwich,269.0,142.0,411,0.45,59,199,153,76.01,26.05,48.99,35.4
2007,105,Old Lyme,317.5,317.5,635,0.57,137,206,292,44.31,34.58,5.21,23.2
2007,106,Old Saybrook,184.5,184.5,369,0.57,49,116,204,63.19,45.28,44.32,35.6
2007,107,Orange,270.0,229.0,499,0.58,166,218,115,48.7,22.68,18.83,26.2
2015,59,Groton,319.0,254.0,573,0.64,258,202,113,62.48,9.66,14.61,59.9
2007,108,Oxford,455.0,29.0,484,0.86,164,304,16,56.87,48.28,47.24,35.5
2007,109,Plainfield,461.0,386.0,847,1.08,318,242,287,40.9,23.71,19.26,34.1
2007,110,Plainville,317.0,317.0,634,1.05,188,291,155,60.02,32.05,34.44,49.0
2007,111,Plymouth,251.0,145.0,396,0.57,91,281,24,67.49,36.94,8.6,50.5
2007,112,Pomfret,701.0,169.0,870,0.99,293,300,277,70.98,47.78,15.9,43.5
2007,113,Portland,295.0,625.0,920,0.5,288,316,316,73.17,16.01,39.82,19.0
2007,114,Preston,185.0,185.0,370,0.34,74,171,125,81.81,38.58,28.79,57.1
2007,115,Prospect,209.0,209.0,418,1.37,44,75,299,50.77,28.44,46.76,46.8
2014,107,Orange,267.5,267.5,535,0.94,52,208,275,46.02,17.09,24.29,19.4
2007,116,Putnam,337.0,327.0,664,0.97,174,313,177,82.58,39.95,44.14,52.4
2007,117,Redding,155.0,155.0,310,0.3,160,104,46,47.83,29.85,25.2,26.4
2007,118,Ridgefield,52.0,238.0,290,0.95,66,25,199,88.74,34.74,49.07,42.3
2007,119,Rocky Hill,198.5,198.5,397,0.3,269,78,50,82.13,19.53,48.19,37.6
2007,120,Roxbury,272.0,272.0,544,0.61,123,127,294,65.04,26.66,19.81,35.6
2007,121,Salem,216.0,370.0,586,0.83,181,136,269,89.07,32.78,44.87,55.4
2007,122,Salisbury,355.0,355.0,710,0.7,181,333,196,44.87,23.22,43.14,36.4
2007,123,Scotland,45.0,45.0,90,0.56,35,35,20,55.15,13.93,14.48,21.2
2007,124,Seymour,379.0,32.0,411,8.5,211,58,142,71.91,48.27,33.09,57.8
2007,125,Sharon,492.0,117.0,609,0.42,133,229,247,57.5,28.02,8.27,56.7
2007,126,Shelton,40.0,260.0,300,0.23,177,123,0,86.42,38.03,42.65,46.7
2007,127,Sherman,156.0,369.0,525,1.02,165,87,273,43.28,23.5,12.85,37.7
2007,128,Simsbury,14.0,694.0,708,0.87,328,140,240,67.47,20.98,8.19,21.9
2007,129,Somers,327.5,327.5,655,0.43,326,272,57,69.54,23.32,23.01,51.2
2007,132,South Windsor,64.0,156.0,220,0.85,45,50,125,72.64,23.41,30.96,21.2
2007,130,Southbury,268.5,268.5,537,4.1,155,54,328,52.78,29.49,43.47,20.9
2007,131,Southington,217.5,217.5,435,0.58,235,149,51,58.23,29.46,48.84,40.6
2007,133,Sprague,520.0,169.0,689,0.58,315,152,222,82.18,27.37,24.78,24.7
2007,134,Stafford,343.0,235.0,578,1.05,59,218,301,49.75,11.07,7.72,18.3
2007,135,Stamford,128.0,362.0,490,1.07,4,218,268,81.34,27.32,38.71,35.8
2007,136,Sterling,266.0,266.0,532,0.51,180,257,95,68.13,12.61,30.43,23.8
2007,137,Stonington,230.0,230.0,460,1.53,144,44,272,78.11,10.68,25.16,24.7
2007,138,Stratford,62.0,842.0,904,1.01,314,268,322,75.68,46.97,18.92,21.2
2007,139,Suffield,138.0,496.0,634,1.32,264,310,60,50.38,32.22,27.61,26.6
2007,140,Thomaston,498.0,203.0,701,1.56,222,159,320,68.44,34.68,20.24,48.1
2007,141,Thompson,592.0,165.0,757,0.69,300,277,180,83.39,23.08,39.07,52.0
2007,142,Tolland,391.0,31.0,422,0.91,236,54,132,61.61,45.9,29.48,37.0
2007,143,Torrington,122.0,122.0,244,1.45,12,144,88,88.33,33.71,44.46,39.3
2007,144,Trumbull,418.0,255.0,673,0.6,267,234,172,62.61,39.61,29.46,19.4
2007,145,Union,288.0,466.0,754,1.32,265,178,311,47.14,21.59,15.72,20.9
2007,146,Vernon,113.0,113.0,226,0.3,15,207,4,59.47,48.2,43.3,28.8
2007,147,Voluntown,214.5,214.5,429,0.09,91,135,203,87.59,41.92,30.07,40.8
2007,148,Wallingford,489.0,193.0,682,0.06,247,274,161,55.99,43.43,14.31,49.1
2007,149,Warren,230.0,170.0,400,1.17,18,322,60,83.4,12.75,33.06,43.4
2007,150,Washington,40.0,433.0,473,7.0,102,182,189,84.06,17.19,21.1,34.5
2007,151,Waterbury,27.0,451.0,478,0.32,94,60,324,57.51,17.85,43.0,23.0
2007,152,Waterford,134.0,272.0,406,0.64,282,62,62,44.16,17.19,25.4,50.8
2007,153,Watertown,200.0,269.0,469,1.28,212,214,43,76.23,43.49,37.69,33.3
2007,155,West Hartford,206.0,206.0,412,0.19,36,138,238,55.58,6.43,9.3,48.9
2007,156,West Haven,110.0,110.0,220,1.16,60,133,27,79.15,8.42,22.82,39.5
2007,154,Westbrook,260.0,260.0,520,0.92,290,33,197,62.13,17.33,49.25,49.0
2007,157,Weston,32.0,730.0,762,1.32,302,192,268,64.26,13.99,41.38,56.1
2007,158,Westport,47.0,685.0,732,0.84,243,319,170,78.9,15.43,12.2,56.7
2007,159,Wethersfield,212.5,212.5,425,1.26,310,86,29,59.12,40.91,17.5,40.5
2007,160,Willington,183.5,183.5,367,1.18,5,209,153,62.16,30.34,19.84,39.5
2007,161,Wilton,573.0,20.0,593,0.81,305,80,208,58.81,5.26,34.27,29.2
2007,162,Winchester,273.5,273.5,547,1.48,164,321,62,58.37,24.32,39.06,57.3
2007,163,Windham,264.5,264.5,529,0.16,12,189,328,66.3,23.35,38.73,37.2
2007,164,Windsor,98.0,214.0,312,1.35,24,232,56,80.44,10.13,27.94,23.4
2007,165,Windsor Locks,683.0,27.0,710,0.69,223,168,319,58.09,35.43,41.49,36.2
2007,166,Wolcott,289.5,289.5,579,0.17,122,250,207,66.21,36.59,24.67,23.3
2007,167,Woodbridge,301.0,301.0,602,0.61,128,167,307,73.54,37.44,10.57,39.1
2007,168,Woodbury,298.0,298.0,596,0.67,304,230,62,53.47,37.78,30.4,41.6
2007,169,Woodstock,258.5,258.5,517,0.74,121,149,247,53.88,5.0,47.85,32.2
2008,1,Andover,162.5,162.5,325,0.31,34,151,140,86.67,47.93,40.68,21.0
2008,2,Ansonia,105.5,105.5,211,0.7,82,37,92,76.18,41.64,31.04,57.6
2008,3,Ashford,612.0,98.0,710,1.15,308,296,106,68.86,45.68,34.11,50.5
2008,4,Avon,271.0,271.0,542,1.03,181,274,87,72.39,5.7,46.88,53.2
2008,5,Barkhamsted,461.0,18.0,479,1.08,75,104,300,41.46,47.02,24.28,33.4
2008,6,Beacon Falls,135.5,135.5,271,0.41,103,61,107,70.91,41.44,19.91,50.0
2008,7,Berlin,145.5,145.5,291,0.9,231,15,45,65.48,42.67,48.98,38.4
2008,8,Bethany,4.0,523.0,527,0.65,302,149,76,67.29,9.2,43.85,26.4
2008,9,Bethel,217.0,182.0,399,0.94,42,141,216,57.97,38.25,19.54,23.2
2008,10,Bethlehem,187.5,187.5,375,0.89,92,115,168,44.07,48.2,25.87,32.5
2017,50,Essex,377.5,377.5,755,1.43,143,311,301,49.67,35.53,23.68,23.8
2008,11,Bloomfield,397.0,48.0,445,0.73,253,64,128,87.54,30.68,11.71,59.9
2008,12,Bolton,293.0,293.0,586,0.33,77,309,200,60.43,47.55,48.1,20.1
2008,13,Bozrah,325.0,325.0,650,0.75,262,193,195,63.33,24.93,23.19,36.5
2008,14,Branford,392.0,104.0,496,0.45,69,160,267,42.64,31.97,44.39,37.0
2008,15,Bridgeport,206.0,334.0,540,0.76,148,305,87,41.88,26.44,13.52,30.6
2008,16,Bridgewater,14.0,806.0,820,1.5,291,277,252,75.86,46.98,29.65,42.0
2008,17,Bristol,372.5,372.5,745,0.57,213,295,237,66.9,8.42,6.08,24.3
2008,18,Brookfield,209.5,209.5,419,1.02,309,38,72,65.44,27.55,39.39,50.9
2008,19,Brooklyn,237.0,237.0,474,1.06,146,168,160,52.16,35.91,31.14,32.0
2008,20,Burlington,74.0,74.0,148,1.26,24,67,57,77.24,40.64,33.15,42.8
2008,21,Canaan,309.0,309.0,618,1.49,322,6,290,48.41,31.24,7.33,48.1
2008,22,Canterbury,128.5,128.5,257,1.05,108,84,65,49.5,45.9,14.5,55.3
2008,23,Canton,201.5,201.5,403,1.6,180,198,25,63.04,47.39,8.34,53.1
2008,24,Chaplin,339.0,339.0,678,0.55,250,131,297,54.31,7.89,18.0,43.5
2008,25,Cheshire,240.0,113.0,353,0.52,202,75,76,52.37,23.11,33.23,34.3
2008,26,Chester,563.0,274.0,837,1.08,303,249,285,72.26,6.06,30.48,39.1
2008,27,Clinton,95.0,317.0,412,1.22,169,208,35,72.55,19.82,32.55,50.3
2008,28,Colchester,137.5,137.5,275,0.35,174,83,18,81.23,29.16,29.72,54.9
2008,29,Colebrook,334.0,334.0,668,1.22,169,222,277,60.89,45.99,17.29,22.4
2008,30,Columbia,484.0,89.0,573,1.35,1,252,320,43.65,43.09,16.0,34.2
2008,31,Cornwall,406.0,69.0,475,0.42,133,30,312,53.68,10.74,11.17,50.6
2008,32,Coventry,230.0,362.0,592,0.55,126,200,266,89.0,9.19,43.21,36.1
2008,33,Cromwell,188.5,188.5,377,1.22,45,51,281,69.81,31.52,32.74,32.0
2008,34,Danbury,141.0,141.0,282,0.6,193,71,18,75.49,28.95,13.39,35.3
2008,35,Darien,170.0,197.0,367,1.32,208,20,139,40.37,16.99,12.97,43.3
2008,36,Deep River,188.0,188.0,376,0.7,295,15,66,65.91,45.48,44.29,60.0
2008,37,Derby,35.0,348.0,383,0.72,57,15,311,41.88,46.73,38.42,38.7
2008,38,Durham,134.0,134.0,268,0.34,77,174,17,68.46,23.12,34.67,26.8
2008,40,East Granby,159.0,613.0,772,1.4,201,311,260,86.04,45.06,23.31,24.8
2008,41,East Haddam,238.0,238.0,476,1.1,288,77,111,88.42,22.28,16.79,19.8
2008,42,East Hampton,207.0,207.0,414,0.86,61,239,114,67.03,38.16,49.08,41.5
2008,43,East Hartford,242.0,226.0,468,1.15,267,36,165,62.91,26.42,40.88,40.9
2008,44,East Haven,85.0,337.0,422,1.24,125,231,66,87.25,10.52,18.58,26.6
2008,45,East Lyme,257.0,257.0,514,1.07,48,212,254,73.68,46.76,43.14,47.2
2012,93,New Haven,174.0,174.0,348,1.4,87,192,69,43.24,25.43,39.15,49.1
2008,47,East Windsor,681.0,18.0,699,1.05,333,59,307,63.29,38.05,18.37,28.9
2008,39,Eastford,556.0,94.0,650,0.76,260,188,202,52.01,21.52,24.19,32.5
2008,46,Easton,285.0,285.0,570,0.82,178,266,126,63.49,5.85,13.37,59.6
2008,48,Ellington,256.5,256.5,513,0.36,68,125,320,62.77,9.52,10.0,33.7
2008,49,Enfield,170.0,170.0,340,0.91,59,202,79,69.11,27.33,37.52,50.0
2008,50,Essex,795.0,2.0,797,0.28,301,321,175,57.84,36.05,17.04,37.0
2008,51,Fairfield,27.0,364.0,391,0.26,248,31,112,48.21,20.06,41.9,51.3
2008,52,Farmington,294.5,294.5,589,0.93,168,311,110,65.19,36.3,49.8,50.3
2008,53,Franklin,555.0,281.0,836,1.23,268,260,308,81.51,36.44,8.45,46.0
2013,51,Fairfield,339.0,1.0,340,0.77,111,93,136,73.2,36.68,26.29,53.9
2008,54,Glastonbury,279.0,279.0,558,0.8,99,327,132,56.92,27.16,41.09,57.4
2008,55,Goshen,320.0,320.0,640,0.2,214,99,327,86.78,46.17,40.5,42.4
2008,56,Granby,330.0,254.0,584,0.02,112,284,188,85.61,27.01,39.2,28.0
2008,57,Greenwich,639.0,47.0,686,1.35,96,314,276,50.47,25.26,20.7,34.7
2008,58,Griswold,505.0,49.0,554,0.83,306,24,224,41.97,13.97,25.42,49.8
2008,59,Groton,167.5,167.5,335,1.14,117,116,102,77.07,18.84,31.77,45.3
2008,60,Guilford,169.5,169.5,339,1.37,35,198,106,81.38,6.91,48.83,25.5
2008,61,Haddam,230.0,399.0,629,1.65,289,278,62,88.39,33.51,19.74,20.2
2008,62,Hamden,189.0,427.0,616,0.34,303,69,244,84.49,16.18,46.54,46.7
2008,63,Hampton,224.0,149.0,373,0.36,123,78,172,70.03,18.69,17.12,28.5
2008,64,Hartford,384.0,0.0,384,0.26,39,13,332,66.5,39.69,49.51,39.0
2008,65,Hartland,376.0,122.0,498,0.85,140,28,330,41.39,19.72,35.16,49.4
2008,66,Harwinton,282.0,95.0,377,0.98,25,143,209,52.33,15.9,25.86,41.6
2008,67,Hebron,170.0,170.0,340,1.15,141,9,190,62.98,12.61,32.6,21.5
2008,68,Kent,129.5,129.5,259,0.59,56,46,157,71.43,39.87,17.26,25.8
2008,69,Killingly,627.0,99.0,726,1.26,149,259,318,67.86,10.84,17.34,27.2
2008,70,Killingworth,219.5,219.5,439,0.76,204,11,224,77.13,25.42,10.11,28.8
2008,71,Lebanon,271.5,271.5,543,1.12,75,297,171,53.99,27.81,10.13,41.7
2008,72,Ledyard,258.0,573.0,831,0.64,284,225,322,68.25,35.93,20.65,39.2
2008,73,Lisbon,358.0,145.0,503,1.05,209,259,35,44.41,33.5,39.33,26.5
2008,74,Litchfield,236.5,236.5,473,0.87,257,83,133,60.68,41.48,32.36,20.8
2008,75,Lyme,149.5,149.5,299,0.5,258,5,36,77.51,7.01,9.62,25.2
2008,76,Madison,410.0,111.0,521,0.75,183,246,92,74.67,18.34,43.35,59.3
2008,77,Manchester,217.5,217.5,435,0.69,327,34,74,89.53,17.61,32.06,37.7
2008,78,Mansfield,317.0,110.0,427,1.26,10,174,243,53.89,11.57,48.24,54.4
2008,79,Marlborough,202.5,202.5,405,1.62,159,64,182,64.91,18.01,35.16,53.6
2008,80,Meriden,224.0,385.0,609,1.06,259,146,204,56.48,18.94,12.88,39.5
2008,81,Middlebury,164.5,164.5,329,1.37,87,56,186,62.03,28.48,26.32,47.7
2008,82,Middlefield,233.0,307.0,540,0.64,183,192,165,82.85,34.87,34.18,26.1
2008,83,Middletown,70.5,70.5,141,0.25,15,12,114,74.21,22.15,6.27,46.9
2008,84,Milford,233.0,233.0,466,1.56,243,17,206,84.12,37.38,5.67,29.4
2008,85,Monroe,287.0,287.0,574,0.99,85,245,244,50.18,20.13,10.82,52.9
2008,86,Montville,346.0,346.0,692,7.4,198,162,332,83.67,18.06,16.32,21.5
2008,87,Morris,141.0,141.0,282,0.78,9,113,160,42.99,29.35,24.33,50.5
2008,88,Naugatuck,228.0,228.0,456,1.39,163,281,12,84.43,6.07,26.93,22.2
2008,89,New Britain,274.0,274.0,548,1.09,23,232,293,56.45,8.59,11.21,55.0
2008,90,New Canaan,231.5,231.5,463,0.05,63,165,235,55.73,23.81,35.3,30.8
2008,91,New Fairfield,232.0,672.0,904,0.22,311,321,272,65.6,47.43,31.83,45.5
2008,92,New Hartford,187.5,187.5,375,0.69,237,25,113,87.03,37.47,18.25,38.5
2008,93,New Haven,112.0,401.0,513,0.84,237,125,151,42.39,8.97,5.61,33.4
2008,95,New London,179.0,179.0,358,0.59,21,312,25,57.61,43.08,8.49,45.1
2008,96,New Milford,496.0,130.0,626,1.36,179,280,167,82.83,37.95,22.63,57.8
2008,94,Newington,441.0,180.0,621,1.22,305,285,31,59.8,32.49,11.93,19.7
2008,97,Newtown,274.0,274.0,548,0.58,46,282,220,49.96,41.91,21.96,56.6
2008,98,Norfolk,267.0,354.0,621,0.69,278,138,205,61.24,23.18,33.27,43.6
2008,99,North Branford,210.0,210.0,420,1.35,223,100,97,59.28,14.97,29.63,51.9
2008,100,North Canaan,158.5,158.5,317,0.9,217,10,90,85.77,28.04,15.4,34.1
2008,101,North Haven,385.0,279.0,664,0.81,236,215,213,78.1,29.7,20.47,37.8
2008,102,North Stonington,386.0,33.0,419,0.87,203,29,187,65.26,29.22,32.63,54.5
2008,103,Norwalk,112.0,55.0,167,0.87,18,93,56,89.42,30.43,43.74,35.4
2008,104,Norwich,200.0,200.0,400,0.73,179,115,106,63.26,47.69,38.89,40.5
2008,105,Old Lyme,624.0,1.0,625,1.22,161,270,194,42.91,45.6,29.9,18.8
2008,106,Old Saybrook,297.5,297.5,595,0.01,284,290,21,53.11,44.41,21.3,24.7
2008,107,Orange,80.0,203.0,283,0.57,60,38,185,61.8,41.06,21.43,45.0
2008,108,Oxford,95.5,95.5,191,1.57,84,23,84,47.85,47.45,44.57,48.1
2008,109,Plainfield,112.0,264.0,376,0.77,34,263,79,87.38,9.43,6.77,42.5
2008,110,Plainville,1.0,373.0,374,1.09,4,42,328,78.34,16.93,49.46,24.0
2008,111,Plymouth,160.0,160.0,320,0.95,75,169,76,53.41,27.28,34.9,36.7
2008,112,Pomfret,219.0,530.0,749,0.49,252,168,329,69.54,43.09,35.65,32.9
2008,113,Portland,242.0,242.0,484,0.81,6,302,176,76.07,27.73,6.71,38.8
2008,114,Preston,183.0,183.0,366,1.34,168,25,173,87.06,38.66,32.25,54.6
2008,115,Prospect,194.5,194.5,389,0.59,129,179,81,84.08,11.25,26.82,50.6
2008,116,Putnam,153.0,153.0,306,1.3,137,149,20,65.76,16.36,9.76,21.5
2008,117,Redding,224.0,385.0,609,0.22,299,132,178,78.73,37.93,17.51,55.4
2008,118,Ridgefield,384.0,412.0,796,0.32,325,142,329,68.11,12.41,45.06,37.8
2008,119,Rocky Hill,402.0,75.0,477,1.39,90,163,224,67.64,20.81,29.75,49.2
2008,120,Roxbury,263.0,263.0,526,0.89,162,100,264,45.74,16.92,23.6,23.9
